Cấp 1,Cấp 2,Cấp 3,Cấp 4,Cấp 5,Tên ngành VSIC 2018,Từ khóa nhận diện và phân loại gói thầu,Nhóm lĩnh vực phân loại lại,Lĩnh vực chi tiết trong đấu thầu (phân loại lại),
,,,,47819,Bán lẻ thực phẩm loại khác chưa được phân vào đâu,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4782,,"Bán lẻ hàng dệt, may sẵn, giày dép lưu động hoặc tại chợ","Hàng tiêu dùng nhanh, hàng dệt, may sẵn, giày dép ",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47821,Bán lẻ hàng dệt lưu động hoặc tại chợ,"Hàng tiêu dùng nhanh, hàng dệt",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47822,Bán lẻ hàng may mặc lưu động hoặc tại chợ,"Hàng tiêu dùng nhanh, hàng may mặc",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47823,Bán lẻ giày dép lưu động hoặc tại chợ,"Hàng tiêu dùng nhanh, dày dép",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4783,47830,Bán lẻ thiết bị công nghệ thông tin liên lạc lưu động hoặc tại chợ,"Hàng tiêu dùng nhanh, thiết bị liên lạc",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4784,,Bán lẻ thiết bị gia đình khác lưu động hoặc tại chợ,"Hàng tiêu dùng nhanh, thảm, đệm, chăn, màn, đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47841,"Bán lẻ đồ ngũ kim, sơn, kính và thiết bị lắp đặt khác trong xây dựng lưu động hoặc tại chợ",Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47842,"Bán lẻ thảm, đệm, chăn, màn, rèm, vật liệu phủ tường và sàn lưu động hoặc tại chợ","Hàng tiêu dùng nhanh, thảm, đệm, chăn, màn",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47843,"Bán lẻ đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình khác chưa được phân vào đâu lưu động hoặc tại chợ","Thiết bị nội thất, đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4785,47850,"Bán lẻ hàng văn hóa, giải trí lưu động hoặc tại chợ","Hàng tiêu dùng nhanh, băng đĩa nhạc",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4789,,Bán lẻ hàng hóa khác lưu động hoặc tại chợ,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47891,Bán lẻ mỹ phẩm và vật phẩm vệ sinh lưu động hoặc tại chợ,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47892,"Bán lẻ hàng gốm sứ, thủy tinh lưu động hoặc tại chợ",Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47893,"Bán lẻ hoa tươi, cây cảnh lưu động hoặc tại chợ",Trang trí nội thất,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47894,"Bán lẻ vàng, bạc, đá quý và đá bán quí, đồ trang sức lưu động hoặc tại chợ",Trang sức,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47895,"Bán lẻ hàng lưu niệm, hàng đan lát, hàng thủ công mỹ nghệ lưu động hoặc tại chợ",Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47896,"Bán lẻ đồng hồ, kính mắt lưu động hoặc tại chợ","Hàng tiêu dùng nhanh, đồng hồ, kính mắt",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47897,Bán lẻ xe đạp và phụ tùng lưu động hoặc tại chợ,"Hàng tiêu dùng nhanh, xe đạp, phụ tùng xe đạp",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47898,Bán lẻ hàng hóa đã qua sử dụng lưu động hoặc tại chợ,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47899,"Bán lẻ hàng hóa khác chưa được phân vào đâu, lưu động hoặc tại chợ",Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,479,,,"Bán lẻ hình thức khác (trừ bán lẻ tại cửa hàng, lưu động hoặc tại chợ)",,,,
,,,4791,47910,Bán lẻ theo yêu cầu đặt hàng qua bưu điện hoặc internet,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4799,47990,Bán lẻ hình thức khác chưa được phân vào đâu,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
H,,,,,VẬN TẢI KHO BÃI,,,,
,49,,,,"Vận tải đường sắt, đường bộ và vận tải đường ống",,,,
,,491,,,Vận tải đường sắt,,,,
,,,4911,49110,Vận tải hành khách đường sắt,Dịch vụ vận tải tàu hỏa,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,4912,49120,Vận tải hàng hóa đường sắt,"Dịch vụ vận tải tàu hỏa, vận tải hàng hóa đường sắt","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,492,,,Vận tải hành khách bằng xe buýt,,,,
,,,4921,49210,Vận tải hành khách bằng xe buýt trong nội thành,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,4922,49220,"Vận tải hành khách bằng xe buýt giữa nội thành và ngoại thành, liên tỉnh",Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,4929,49290,Vận tải hành khách bằng xe buýt loại khác,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,493,,,Vận tải đường bộ khác,,,,
,,,4931,,"Vận tải hành khách đường bộ trong nội thành, ngoại thành (trừ vận tải bằng xe buýt)",Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,49311,Vận tải hành khách bằng hệ thống đường sắt ngầm hoặc đường sắt trên cao,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,49312,Vận tải hành khách bằng taxi,"Dịch vụ vận tải, taxi","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,49313,"Vận tải hành khách bằng mô tô, xe máy và xe có động cơ khác","Thuê xe ô tô, dịch vụ vận chuyển","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,49319,"Vận tải hành khách đường bộ loại khác trong nội thành, ngoại thành (trừ xe buýt)",Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,4932,,Vận tải hành khách đường bộ khác,,,,
,,,,49321,"Vận tải hành khách bằng xe khách nội tỉnh, liên tỉnh",Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,49329,Vận tải hành khách đường bộ khác chưa được phân vào đâu,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,4933,,Vận tải hàng hóa bằng đường bộ,,,,
,,,,49331,Vận tải hàng hóa bằng ô tô chuyên dụng,"Dịch vụ vận tải, vận chuyển hàng, logistic","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,49332,Vận tải hàng hóa bằng ô tô loại khác (trừ ô tô chuyên dụng),Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,49333,Vận tải hàng hóa bằng xe có động cơ loại khác,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,49334,Vận tải hàng hóa bằng xe thô sơ,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,49339,Vận tải hàng hóa bằng phương tiện đường bộ khác,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,494,4940,49400,Vận tải đường ống,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,50,,,,Vận tải đường thủy,,,,
,,501,,,Vận tải ven biển và viễn dương,,,,
,,,5011,,Vận tải hành khách ven biển và viễn dương,"Dịch vụ vận tải , logistic","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,50111,Vận tải hành khách ven biển,"Dịch vụ vận tải , logistic","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,50112,Vận tải hành khách viễn dương,"Dịch vụ vận tải , logistic","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,5012,,Vận tải hàng hóa ven biển và viễn dương,Vận tải tàu thủy,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,50121,Vận tải hàng hóa ven biển,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,50122,Vận tải hàng hóa viễn dương,Dịch vụ vận tải ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,502,,,Vận tải đường thủy nội địa,,,,
,,,5021,,Vận tải hành khách đường thủy nội địa,"Dịch vụ vận tải, vận tải thủy","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,50211,Vận tải hành khách đường thủy nội địa bằng phương tiện cơ giới,"Dịch vụ vận tải, vận tải thủy","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,50212,Vận tải hành khách đường thủy nội địa bằng phương tiện thô sơ,"Dịch vụ vận tải, vận tải thủy ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,5022,,Vận tải hàng hóa đường thủy nội địa,"Dịch vụ vận tải, vận tải hàng hóa ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,50221,Vận tải hàng hóa đường thủy nội địa bằng phương tiện cơ giới,"Dịch vụ vận tải, vận tải hàng hóa","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,50222,Vận tải hàng hóa đường thủy nội địa bằng phương tiện thô sơ,"Dịch vụ vận tải, vận tải hàng hóa","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,51,,,,Vận tải hàng không,,,,
,,511,5110,,Vận tải hành khách hàng không,"Dịch vụ vận tải , Vé máy bay, dịch vụ hàng không","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,51101,Vận tải hành khách hàng không theo tuyến và lịch trình cố định,"Dịch vụ vận tải , Vé máy bay, dịch vụ hàng không","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,51109,Vận tải hành khách hàng không loại khác,"Dịch vụ vận tải , Vé máy bay, dịch vụ hàng không","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,512,5120,,Vận tải hàng hóa hàng không,"Dịch vụ vận tải , logistic, dịch vụ hàng không","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,51201,Vận tải hàng hóa hàng không theo tuyến và lịch trình cố định,"Dịch vụ vận tải , logistic, dịch vụ hàng không","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,51209,Vận tải hàng hóa hàng không loại khác,"Dịch vụ vận tải , logistic, dịch vụ hàng không","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,52,,,,Kho bãi và các hoạt động hỗ trợ cho vận tải,,,,
,,521,5210,,Kho bãi và lưu giữ hàng hóa,"dịch vụ kho bãi, lưu trữ hàng hóa","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52101,Kho bãi và lưu giữ hàng hóa trong kho ngoại quan,"dịch vụ kho bãi, kho bãi, kho ngoại quan","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52102,Kho bãi và lưu giữ hàng hóa trong kho đông lạnh (trừ kho ngoại quan),dịch vụ kho bãi,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52109,Kho bãi và lưu giữ hàng hóa trong kho loại khác,dịch vụ kho bãi,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,522,,,Hoạt động dịch vụ hỗ trợ cho vận tải,Dịch vụ thông quan,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,5221,52210,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường sắt,"dịch vụ kho bãi, logistic","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,5222,,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường thủy,,,,
,,,,52221,Hoạt động điều hành cảng biển,Hoa tiêu,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52222,Hoạt động dịch vụ hỗ trợ liên quan đến vận tải ven biển và viễn dương,"Hoa tiêu, kho bãi, logistic","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52223,Hoạt động điều hành cảng đường thủy nội địa,"Hoa tiêu, kho bãi, logistic","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52224,Hoạt động dịch vụ hỗ trợ liên quan đến vận tải đường thủy nội địa,"Hoa tiêu, kho bãi, logistic","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,5223,,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải hàng không,"Điều hành bay, Thông tin bay, công nghệ thông tin","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52231,Dịch vụ điều hành bay,"Điều hành bay, Thông tin bay, công nghệ thông tin","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52232,Dịch vụ điều hành hoạt động cảng hàng không,,,,
,,,,52239,Hoạt động dịch vụ hỗ trợ liên quan đến vận tải hàng không,"Bốc xếp, cẩu, kho bãi, logistic","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,5224,,Bốc xếp hàng hóa,"Thuê cẩu, bốc xếp, xếp dỡ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52241,Bốc xếp hàng hóa ga đường sắt,"Thuê cẩu, bốc xếp, xếp dỡ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52242,Bốc xếp hàng hóa đường bộ,"Thuê cẩu, bốc xếp, xếp dỡ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52243,Bốc xếp hàng hóa cảng biển,"Thuê cẩu, bốc xếp, xếp dỡ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52244,Bốc xếp hàng hóa cảng sông,"Thuê cẩu, bốc xếp, xếp dỡ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52245,Bốc xếp hàng hóa cảng hàng không,"Thuê cẩu, bốc xếp, xếp dỡ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52249,Bốc xếp hàng hóa loại khác,"Thuê cẩu, bốc xếp, xếp dỡ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,5225,,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường bộ,"Vận tải đường bộ, điều hành bến xe","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52251,Hoạt động điều hành bến xe,"Thông tin, công nghệ thông tin","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52252,"Hoạt động quản lý, điều hành đường cao tốc, cầu, hầm đường bộ","Thông tin, công nghệ thông tin",Phi tư vấn,Phi tư vấn,
,,,,52253,"Hoạt động quản lý bãi đỗ, trông giữ phương tiện đường bộ","Thông tin, công nghệ thông tin",Phi tư vấn,Phi tư vấn,
,,,,52259,Hoạt động dịch vụ khác hỗ trợ liên quan đến vận tải đường bộ,"Thông tin, công nghệ thông tin",Phi tư vấn,Phi tư vấn,
,,,5229,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,,,,
,,,,52291,"Dịch vụ đại lý, giao nhận vận chuyển","Thuê cẩu, bốc xếp, xếp dỡ","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52292,Logistics,Logistics,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,52299,Dịch vụ hỗ trợ khác liên quan đến vận tải chưa được phân vào đâu,Logistics,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,53,,,,Bưu chính và chuyển phát,Dịch vụ chuyển phát,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,531,5310,53100,Bưu chính,Dịch vụ chuyển phát,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,532,5320,53200,Chuyển phát,Dịch vụ chuyển phát,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
I,,,,,DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG,,,,
,55,,,,Dịch vụ lưu trú,,,,
,,551,5510,,Dịch vụ lưu trú ngắn ngày,,,,
,,,,55101,Khách sạn,"Thuê khách sạn, dịch vụ khách sạn",Tư vấn,Tư vấn bất động sản,
,,,,55102,Biệt thự hoặc căn hộ kinh doanh dịch vụ lưu trú ngắn ngày,Dịch vụ lưu trú,Tư vấn,Tư vấn bất động sản,
,,,,55103,"Nhà khách, nhà nghỉ kinh doanh dịch vụ lưu trú ngắn ngày",Dịch vụ lưu trú,Tư vấn,Tư vấn bất động sản,
,,,,55104,"Nhà trọ, phòng trọ và các cơ sở lưu trú ngắn ngày tương tự",Dịch vụ mô giới bất động sản,Tư vấn,Tư vấn bất động sản,
,,559,5590,,Cơ sở lưu trú khác,,,,
,,,,55901,"Ký túc xá học sinh, sinh viên",Dịch vụ lưu trú,Tư vấn,Tư vấn bất động sản,
,,,,55902,"Chỗ nghỉ trọ trên xe lưu động, lều quán, trại dùng để nghỉ tạm",Dịch vụ lưu trú,Tư vấn,Tư vấn bất động sản,
,,,,55909,Cơ sở lưu trú khác chưa được phân vào đâu,Dịch vụ lưu trú,Tư vấn,Tư vấn bất động sản,
,56,,,,Dịch vụ ăn uống,,,,
,,561,5610,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,Nhà hàng,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,56101,"Nhà hàng, quán ăn, hàng ăn uống (trừ cửa hàng ăn uống thuộc chuỗi cửa hàng ăn nhanh)","Nhà hàng, quán ăn, bữa ăn, đặt tiệc","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,56102,Cửa hàng ăn uống thuộc chuỗi cửa hàng ăn nhanh,Nhà hàng,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,56109,Dịch vụ ăn uống phục vụ lưu động khác,Nhà hàng,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,562,,,Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên và dịch vụ ăn uống khác,,,,
,,,5621,56210,Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng,Cung cấp suất ăn,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,5629,56290,Dịch vụ ăn uống khác,Nhà hàng,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,563,5630,,Dịch vụ phục vụ đồ uống,,,,
,,,,56301,"Quán rượu, bia, quầy bar","Nhà hàng, quán rượu, quán bia, bar","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,56302,"Quán cà phê, giải khát","Nhà hàng, quán cà phê","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,56309,Dịch vụ phục vụ đồ uống khác,Nhà hàng,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
J,,,,,THÔNG TIN VÀ TRUYỀN THÔNG,,,,
,58,,,,Hoạt động xuất bản,,,,
,,581,,,"Xuất bản sách, ấn phẩm định kỳ và các hoạt động xuất bản khác",,,,
,,,5811,,Xuất bản sách,"Xuất bản sách, phát hành sách","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,58111,Xuất bản sách trực tuyến,Phát hành sách,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,58112,Xuất bản sách khác,Phát hành sách,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,5812,,Xuất bản các danh mục chỉ dẫn và địa chỉ,"Xuất bản niên giám, danh bạ, trang vàng","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,58121,Xuất bản các danh mục chỉ dẫn và địa chỉ trực tuyến,Phát hành sách,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,58122,Xuất bản các danh mục chỉ dẫn và địa chỉ khác,Phát hành sách,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,5813,,"Xuất bản báo, tạp chí và các ấn phẩm định kỳ","Phát hành báo chí, tạp chí, ấn phẩm","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,58131,"Xuất bản báo, tạp chí và các ấn phẩm định kỳ trực tuyến",Phát hành sách,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,58132,"Xuất bản báo, tạp chí và các ấn phẩm định kỳ khác",Phát hành sách,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,5819,,Hoạt động xuất bản khác,Xuất bản khác,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,58191,Hoạt động xuất bản trực tuyến khác,Phát hành sách,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,58192,Hoạt động xuất bản khác,Phát hành sách,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,582,5820,58200,Xuất bản phần mềm,"Phần mềm bán hàng, Phần mềm kế toán, Phần mềm thiết kế, Phần mềm diệt viut, Phần mềm đóng gói, phần mềm, hệ điều hành, website, portal, ứng dụng",Mua sắm hàng hóa,Phần mềm dựng sẵn,
,59,,,,"Hoạt động điện ảnh, sản xuất chương trình truyền hình, ghi âm và xuất bản âm nhạc",,,,
,,591,,,Hoạt động điện ảnh và sản xuất chương trình truyền hình,,,,
,,,5911,,"Hoạt động sản xuất phim điện ảnh, phim video và chương trình truyền hình","Sản xuất phim, sản xuất nội dung, sản xuất video, truyền hình","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,59111,Hoạt động sản xuất phim điện ảnh,"Sản xuất phim, sản xuất nội dung, sản xuất video, truyền hình","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,59112,Hoạt động sản xuất phim video,"Sản xuất phim, sản xuất nội dung, sản xuất video, truyền hình","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,59113,Hoạt động sản xuất chương trình truyền hình,"Sản xuất phim, sản xuất nội dung, sản xuất video, truyền hình","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,5912,59120,Hoạt động hậu kỳ,"Sản xuất phim, sản xuất nội dung, sản xuất video, truyền hình","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,5913,59130,"Hoạt động phát hành phim điện ảnh, phim video và chương trình truyền hình","Sản xuất phim, sản xuất nội dung, sản xuất video, truyền hình","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,5914,,Hoạt động chiếu phim,,,,
,,,,59141,Hoạt động chiếu phim cố định,"Chiếu phim, phim ảnh, video","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,59142,Hoạt động chiếu phim lưu động,"Truyền thông, quảng cáo, sự kiện, phim ảnh","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,592,5920,59200,Hoạt động ghi âm và xuất bản âm nhạc,"Thu âm, phát hành nhạc, tổ chức","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,60,,,,"Hoạt động phát thanh, truyền hình",,,,
,,601,6010,60100,Hoạt động phát thanh,"Truyền thông, quảng cáo, phát thanh","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,602,,,Hoạt động truyền hình và cung cấp chương trình thuê bao,,,,
,,,6021,60210,Hoạt động truyền hình,"Truyền thông, quảng cáo, sự kiện, phim ảnh, truyền hình","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,6022,60220,"Chương trình cáp, vệ tinh và các chương trình thuê bao khác","Truyền thông, quảng cáo, sự kiện, phim ảnh","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,61,,,,Viễn thông,,,,
,,611,6110,,Hoạt động viễn thông có dây,"Truyền thông, quảng cáo, sự kiện, phát sóng, đường truyền","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,61101,Hoạt động cung cấp trực tiếp dịch vụ viễn thông có dây,"Truyền thông, quảng cáo, sự kiện, đường truyền","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,61102,Hoạt động cung cấp dịch vụ viễn thông có dây sử dụng quyền truy cập hạ tầng viễn thông của đơn vị khác,"Truyền thông, quảng cáo, sự kiện, đường truyền","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,612,6120,,Hoạt động viễn thông không dây,,,,
,,,,61201,Hoạt động cung cấp trực tiếp dịch vụ viễn thông không dây,"Truyền thông, quảng cáo, sự kiện, phát sóng","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,61202,Hoạt động cung cấp dịch vụ viễn thông không dây sử dụng quyền truy cập hạ tầng viễn thông của đơn vị khác,"Truyền thông, quảng cáo, sự kiện, phát sóng, đường truyền","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,613,6130,61300,Hoạt động viễn thông vệ tinh,"Truyền thông, quảng cáo, sự kiện, phim ảnh, đường truyền","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,619,6190,,Hoạt động viễn thông khác,"Truyền thông, quảng cáo, sự kiện, phim ảnh, đường truyền","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,61901,Hoạt động của các điểm truy cập internet,"Truyền thông, quảng cáo, sự kiện, phim ảnh, đường truyền","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
